nombre,descripcion,sare,municipio_id
Torterías (sin venta y/o sin consumo de bebidas alcohólicas),"Preparación de tacos, tortas, sándwiches, hamburguesas y hot dogs, así como a preparar y servir bebidas no alcohólicas para su consumo inmediato en las instalaciones del restaurante. Los alimentos y bebidas no alcohólicas le son servidos al cliente por personal de la unidad económica",1,Lerma
Tortillería,Elaboración de tortillas de maíz y/o de trigo molienda de nixtamal,1,Lerma
"Venta  (nueva) y Renta de maquinaria para la industria agropecuaria, manufacturera y de la construcción (sin venta de refacciones)","Comercio al por mayor especializado de maquinaria y equipo, partes y refacciones para actividades agrícolas (tractores, trilladoras, equipo para forrajes, molinos), pecuarias (equipo e implementos pecuarios, como corrales, ordeñadoras, básculas ganaderas), forestales(podadoras de árboles) y pesqueras (redes para pesca)",1,Lerma
Venta de alimentos preparados (sin venta y/o sin consumo de bebidas alcohólicas),Preparación de alimentos y bebidas no alcohólicas para su consumo inmediato en las instalaciones del restaurante,1,Lerma
Venta de artículos deportivos,Comercio al por menor especializado de artículos y aparatos deportivos nuevo,1,Lerma
Venta de maquinaria agrícola nueva (sin venta de refacciones),"Comercio al por mayor especializado de maquinaria y equipo, partes y refacciones para actividades agrícolas (tractores, trilladoras, equipo para forrajes, molinos),pecuarias (equipo e implementos pecuarios, como corrales, ordeñadoras, básculas ganaderas), forestales (podadoras de árboles) y pesqueras (redes para pesca), sillas de montar, espuelas, reatas y otros artículos para la charrería",1,Lerma
Venta de material sanitario,"Comercio al por menor especializado de trapeadores, escobas, cepillos, cubetas, jergas, bolsas para basura, cloro, desinfectantes, desengrasantes, suavizantes de tela, aromatizantes. Incluye también: u.e.d.p. al comercio al por menor especializado de papel higiénico, detergentes y jabones",1,Lerma
Venta de mercancía por telecomunicaciones,"Comercio al por menor de productos propios exclusivamente a través de Internet de negocios a consumidores; a la venta por televisión, y al comercio al por menor mediante la utilización de alguno de los siguientes métodos: comercio de productos a través de máquinas expendedoras; comercio puerta por puerta; comercio multinivel; comercio por  catálogo; comercio con demostración de productos en hogares, y telemercadeo con ventas vía telefónica",1,Lerma
Venta de pañales desechables,Comercio al por menor especializado de ropa de bebé nueva,1,Lerma
Venta de productos de Cantera,"Fabricación a base de piedras de cantera, mármol, granito, ónix y obsidiana, de productos como bases para mesas, cubiertas, muebles de baño, laminados para la construcción, lápidas y figuras ornamentales, por medio del corte, dimensionado, pulido, laminado y biselado",1,Lerma
Venta de productos por correo o catálogos,"Comercio al por menor de productos propios exclusivamente a través de Internet de negocios a consumidores; a la venta por televisión, y al comercio al por menor mediante la utilización de alguno de los siguientes métodos: comercio de productos a través de máquinas expendedoras; comercio puerta por puerta; comercio multinivel; comercio por  catálogo; comercio con demostración de productos en hogares, y telemercadeo con ventas vía telefónica",1,Lerma
Venta de uniformes,"Comercio al por menor especializado de ropa nueva, uniformes escolares y secretariales",1,Lerma
Venta/renta de CD-DVD,"Comercio al por menor especializado de discos de acetato, compactos (CD), de video digital (DVD) de música y películas, casetes, cartuchos y cintas de audio y video, nuevos",1,Lerma
Vestidos de novia,"Comercio al por menor especializado de disfraces, vestimenta regional, vestidos de novia, primera comunión, quince años, nuevos",1,Lerma
Videoclub,"Alquiler de videocasetes, casetes de juegos de video y discos de acetato, compactos (CD) o de video digital (DVD)",1,Lerma
Vivero,"Comercio al por menor especializado de plantas, flores y árboles naturales",1,Lerma
Vulcanizadora,Reparación menor de llantas y cámaras de automóviles y camiones,1,Lerma
Zapatería,Comercio al por menor especializado de calzado nuevo,1,Lerma
Actividades o eventos de alto impacto social,"rastros, mercados, plazas comerciales, salones de fiestas, jardines para eventos sociales, ",0,Lerma
Actividades deportivas o culturales,Locales destinados a actividades deportivas o culturales,0,Lerma
"Gasolineras, gaseras","negocios que manejen cualquier tipo de gas, anafres, combustible, solventes, productos químicos, flamables",0,Lerma
Venta y/o distribución de bebidas alcohólicas en envase abierto y/o al copeo,"Establecimientos mercantiles cuyo giro contemple la venta y/o distribución de bebidas alcohólicas en envase abierto y/o al copeo para su consumo al interior: bares, cantinas, pulquerías, restaurante-bar con pistas de baile, video bares, discotecas, canta bares, centros bataneros, centros cheleros",0,Lerma
Venta de bebidas alcohólicas en botella cerrada,establecimientos comerciales con venta de bebidas alcohólicas en botella cerrada,0,Lerma
"Enajenación, reparación o mantenimiento de vehículos automotores ","Unidades económicas o establecimientos destinados a la enajenación, reparación o mantenimiento de vehículos automotores usados y de autopartes nuevas y usadas",0,Lerma
Escuelas,"escuelas de cualquier nivel educativo: guarderías,estancias infantiles",0,Lerma
Baños públicos,Establecimientos de baños públicos,0,Lerma
Purificadora con venta de agua,Establecimientos dedicados a la purificacion y venta de agua,0,Lerma
Lavado de autos,Establecimientos dedicados a la estetica de autos,0,Lerma
Industrial,Empresas dedicadas al sector industrial,0,Lerma
Comercialización y distribución,Empresas dedicadas a la comercialización y distribución,0,Lerma
Servicios,Empresas dedicadas a la prestacion de servicios,0,Lerma
Comerciales,Empresas dedicadas a las actividades comerciales,0,Lerma
Bodegas,Empresas dedicadas al almacenamiento de productos,0,Lerma
Producción de alimentos,Empresas dedicadas al sector de producción de alimentos,0,Lerma
Textil,Empresas dedicadas al sector textil,0,Lerma
Industria automotriz,Empresas dedicadas a la industria automotriz,0,Lerma
"Comercialización, distribución y fabricación","Empresas dedicadas a la comercialización, distribución y fabricación de productos",0,Lerma
Comercial automotriz,Empresas dedicadas al comercio automotriz,0,Lerma
Financiero,Empresas dedicadas al sector financiero,0,Lerma
Transporte,Empresas dedicadas al sector de transporte,0,Lerma
Educación,Empresas dedicadas al sector educativo,0,Lerma
Investigación y desarrollo tecnológico,Empresas dedicadas a la investigación y desarrollo tecnológico,0,Lerma
Construcción,Empresas dedicadas a la construcción de infraestructura urbana,0,Lerma
Extracción,Empresas dedicadas a la extracción de materias,0,Lerma
